album_id,album_name,album_desc,episode_updated,episode_total,genre,area,year,language,director,actor,score,copyright_start_time,copyright_end_time,definition
996217,同一条江,阿运和小怀是一对年轻的恋人，两人分别住在边海江的两岸，分隔两岸并没有影响到两人的爱情，感情很深厚的他们憧憬着有一天能幸福地生活在一起。但是他们万万没想到在举行婚礼的当天，因为1954年日内瓦协议的军事条款，边海江成了越南北部与南部的临时分界线，两岸的人民被边海江分开了，国家一夜之间变成了两个。南越政府在美国的指使下，封锁了江口，禁止两岸人民往来，阿运和小怀也因此被阻隔，他们都忍受着不能相见的痛苦，为了能到北越与阿运在一起，小怀必须克服种种困难，但幸运的是她得到了乡亲的帮助，最终阿运和小怀这对恋人团聚了。,1,1,剧情片,其他,1959,越南语,范好民;阮鸿仪,飞娥;盖灵,7.5,2019-05-23 00:00:00,2022-04-28 00:00:00,"32,31,21,2,1"
9643013,聊斋志异 电影,《聊斋志异》由三个短篇《狐谐》，《婴宁》及《花姑》组成，构思新颖，堪称开创短篇古装普通话电影的先河。三个故事分别由王植波，榴照及易文三位编剧能手执笔，由导演唐煌总揽其成，各具特色之余，仍不失一气呵成之态，诚属难得。唐菁饰演风流俊逸的书生，周旋于狐妖（白冰），艳鬼（张慧娴）与仙女（陈方）之间，享尽温柔，羡煞旁人。特别值得一提莫愁饰演的反派狐妖，一场色诱唐菁的戏，性感冶艳，令人眼前一亮。,1,1,剧情片;古装片,香港,1965,普通话,唐煌,王莱;莫愁;唐迪;唐菁;刘恩甲;张慧娴,7.8,2020-05-12 00:00:00,2050-05-12 00:00:00,"2,1"
996211,荒野两匹狼,捕猎者乔带着去年冬天所有的兽皮，正在去城里的路上。然而，一伙印第安人拦住了他，把他所有的兽皮都拿走了，把逃走的奴隶约瑟夫留给了他。但乔对约瑟夫毫无用处，他决心要把他的财产拿回来，跟着他们走。他还没来得及做任何事，印第安人就被贪婪的豪伊手下的一群黄牛猎人袭击了。不仅是兽皮，约瑟夫也落入了他们的手中。现在乔一个人跟在他们后面，试图欺骗那些数不清的上级。,1,1,喜剧片,美国,1968,英语,西德尼·波拉克,特利·萨瓦拉斯;谢利·温特斯;伯特·兰卡斯特,7.3,2020-09-17 00:00:00,2050-09-16 00:00:00,"32,31,21,2,1"
996207,开往克拉列沃的列车,1941年8月，德国法西斯侵占了南斯拉夫的国土，英雄的南斯拉夫人民配合武装力量同敌人展开了艰苦卓绝的斗争。 　　火车司机托洛瓦茨平时大大咧咧，爱和女人胡搞，但他也有一颗火热的爱国之心。贝尔格莱德铁路员工党组织考虑到他不为敌人注意，目标小，而路又熟，因此委托他护送负有特殊任务的地下党交通员布莱基前往克拉列沃。不料这一行动被敌人察觉，大批军警包围了火车站......,1,1,战争片,其他,1981,普通话,Aleksandar Djordjevic,留比沙·萨马季奇;Zvonko Lepetic;Sanja Vejnovic,7.5,2019-05-29 00:00:00,2022-04-28 00:00:00,"32,31,21,2,1"
996209,异形再变,丹尼斯在冰天雪地的北极圈，发现了史前时代的大怪物，当它被从雪地挖出来时血液竟然是热的，于是引来科学家的研究。不料一个严重的疏忽，冷藏怪物的大冰库被打开，怪物开始融化、苏醒，也开始屠杀人类，毁灭一切。,1,1,科幻片;恐怖片;动作片,美国,1961,英语,Sidney W. Pink,Asbjorn Andersen;Bent Mejding,7.2,2019-05-28 00:00:00,2022-04-28 00:00:00,"32,31,21,2,1"
996747,甜心女孩别爱我,正能量主播孟轩与甜心女孩董菲，以及魏小峰，韩雅两对年轻人一起智斗无良老板，帮助患病儿童，并且在经历大是大非的洗礼后，找到善良初心的甜美爱情。,1,1,爱情片;剧情片,内地,2019,普通话,孙皓,杨佳佳;张银龙,7.4,2019-05-30 00:00:00,2024-05-29 00:00:00,"32,31,21,2,1"
996507,女政委,"在国内战争的严峻年代，一支红军部队击溃了白匪军，来到南方边陲的小城镇别尔季切夫。女团政委瓦维洛娃戎马厮杀，执行军纪毫不留情。目前，瓦维洛娃怀孕已临近分娩，团长决定把她安排到这个小镇的洋铁匠叶菲姆夫妇家去待产。叶菲姆是信奉基督教的犹太人，家里人口多，有老母及6个孩子。叶菲姆对于镇长把瓦维洛娃安置在他家不表欢迎。他对政治不感兴趣，他认为红军和白匪都不会给他这个犹太人带来好处，瓦维洛娃分娩时，玛丽娅为她接生，并让她同意按基督教的仪式为孩子祝福。瓦维洛娃成了一个会哼摇篮曲的妈妈了,并觉得自己也是叶菲姆家中的一员，常常帮着玛丽娅做家务事。团长来看她,通知她：白匪开始进攻，红军即将转移，但一个月后会回来。团长希望她和野战医院一起乘马车撤退，她没有表态。团长派人给她送来了一些食品，同意她留下。但当红军开始撤退时，瓦维洛娃心情矛盾地思考再三，哭泣着给孩子喂了最后一次奶，把他留放在叶菲姆家的床上，大踏步地走出院子，去追赶离去不久的红军队伍了。 ",1,1,战争片;剧情片,其他,1967,俄语,亚历山大·阿斯柯尔道夫,罗兰·贝科夫;诺娜·穆迪乌科娃,7.1,2020-08-04 00:00:00,2050-08-03 00:00:00,"32,2,1"
996513,沙漠追匪记,1951年，大漠如烟。人民解放军剿匪部队与残存的国民党兵匪在沙漠中摆下别样的战场，颗颗子弹带看仇恨射向面目狰狞的敌人。通过激烈的战斗，除了匪首金冶中（程之 饰）及两个匪兵逃脱外其他敌人全部被歼灭，打扫完战场，负伤的班长钟永胜（冯喆 饰）带着战士李玉根（于明德 饰）和小姜（牛犇 饰）继续沿着敌人马蹄留下的痕迹追击。天公不作美，陡然的狂风吹消了沙漠上一切痕迹，敌人朝哪个方向逃走了呢？诸葛亮会后，他们兵分三路追击。小姜最先追上匪首并毙敌军马和一个匪兵，而自已也负伤，幸亏钟永胜和李玉根及时赶到，继续追击未路之敌。他们在水站旁击毙了另一名匪徒，金冶中又逃脱了。钟永胜的伤势由于得不到治疔，在干旱的沙漠里急剧恶化，不幸牺牲。李玉根和小姜泪目相望，发誓要给班长报仇。,1,1,动作片,内地,1959,普通话,葛鑫,牛犇;程之;于明德,7.0,2020-08-11 00:00:00,2050-08-11 00:00:00,"32,2,1"
9643764,血染雪山堡,在二次世界大战时期，英国军官率领一支突击队去拯救被德军俘虏的美国将军。　　他们的目的地是阿尔卑斯山上地势凶险的城堡，六名队员穿着德军制服越过种种关卡，但其中一名成员突然神秘死亡，揭露出队伍中有内奸，于是队长策划了一个危险的计划来救人除凶。,1,1,战争片;动作片;剧情片,英国,1968,英语,布莱恩·G·赫顿,安东·罗杰斯;理查德·伯顿;克林特·伊斯特伍德;彼得·巴克沃斯;迈克尔·霍登;Patrick Wymark;玛丽·乌尔;唐纳德·休斯敦;帕特里克 怀马克,7.1,2020-05-14 00:00:00,2050-05-13 00:00:00,"32,31,21,2,1"
9643014,白昼美人,  美丽的中产阶级女子塞芙丽娜拥有一个幸福美满的家庭。身为外科医生的丈夫皮埃尔英俊温柔，收入颇丰，但他却始终无法令妻子得到肉欲上的满足。碍于身份，塞芙丽娜只得通过幻想自己受人虐待和欺凌，并从中得到欢愉。 　　无可忍耐之下，她跑到妓院卖身，因为只能在丈夫出诊的这段时间出卖身体，因此她得到了“白日美人”的称号。从最初的抗拒到完全的解放，塞芙丽娜得到莫大的满足与快感。在此期间，她结识了职业杀手马塞尔，后者为白日美人的美艳与神秘所吸引，却也将彼此带入现实与虚幻交错的混乱之中。,1,1,剧情片,法国,1967,法语,路易斯·布努埃尔,让·索里尔;凯瑟琳·德纳芙,7.4,2020-05-12 00:00:00,2050-05-12 00:00:00,"32,31,21,2,1"
9650337,追魂镖（1968）,青虹大侠刘文龙（房勉 饰）家园，被混世魔王周超（马影 饰）洗劫焚烧，妻惨遭杀害，子玉郎因与忠仆躲在井里，幸未遭害。刘追击魔王，却被其负伤逃去。后刘携子、仆及徒弟胡子峰（张佩山 饰）天涯寻仇。三年艰苦，胡不耐枯寂，非礼村妇，被刘撞破，夺刘之追魂镖杀妇后逃走。刘收妇遗孤玉蝉为徒，并放弃寻仇及封镖。蝉（秦萍 饰）长大后与郎（岳华 饰）相爱，但蝉偶遇胡，误信其言，以为刘是杀母仇人。,1,1,剧情片;武侠片;古装片,香港,1968,普通话,何梦华,岳华;秦萍;谷峰;沈依;张佩山,7.2,2020-05-29 00:00:00,2050-06-03 00:00:00,"32,2,1"
996350,火力交汇点,二次大战期间，美国交响乐指挥手被纳粹俘虏。他们被关在城堡中等待处决，并受命筹备音乐会，在音乐会结束后立刻会遭到处死。,1,1,战争片;剧情片,美国,1967,英语,拉尔夫·尼尔森,莱斯利·尼尔森;查尔登·海斯顿;马克西米连·谢尔,7.5,2020-09-17 00:00:00,2050-09-16 00:00:00,"32,31,21,2,1"
997994,金沙江畔,1936年，红军长征要经过金沙江畔的藏族地区，国民党勾结当地土豪仇万里，妄图阻挠红军过江北上。仇万里为挑拨土司格桑与红军的关系，命爪牙伪装成红军劫走了格桑的独生女珠玛。但红军坚持原则，不畏艰险救出了珠玛，并渡过金沙江行进到藏区边界。仇万里贼心不死，又抢先潜入藏区，向土司慌称珠玛已经被红军杀害，愿意提供弹药武器帮助土司攻打红军以复仇。为揭露敌人的谣言和别有用心，红军指导员金明带领一个班的战士护送珠玛回家。但奉命先去给土司送信的战士遭遇敌人不幸牺牲。情况非常危急，金明亲自上山去向土司说明情况。土司将信将疑，决定派亲信下山探明情况。不料土司的使者被仇万里暗算，他负伤赶到红军驻地，说明了事情经过。仇万里百般教唆，土司误信他的鬼话，准备杀害金明，在这千钧一发的时刻，珠玛带领红军赶到，说明了真实情况，揭露了敌人的丑恶嘴脸。仇万里在逃窜时堕入了滔滔的金沙江中，红军则继续北上的征程。,1,1,战争片;剧情片,内地,1963,普通话,傅超武,崔超明;冯喆,7.5,2020-07-29 00:00:00,2050-07-28 00:00:00,"32,2,1"
998233,猎罪人,儿时的程峰家境贫穷，父母带着他靠摆书摊为生，时常受到地痞流氓的欺负，程峰自小就有成为英雄的梦想，然而踏入社会后的程峰为了改变贫穷的家境慢慢的偏离了初心。为了达到致富的目的踏入了犯罪的征程，通过非法手段夺得焦刚父亲创建的鼎盛集团并逼死了焦刚父亲，本来做正当生意的鼎盛集团也从此变成了外壳慈善内核罪恶的犯罪集团。程峰因为坏事做的越来越多，内心英雄主义与现实恶人的鲜明对比使他的精神一次次的陷入奔溃，最终患上严重的精神分裂症，于是程峰化作了“猎罪人”来宣泄自己的内心世界，也将心中最大的仇人——自己置于了“死地”。,1,1,剧情片,内地,2019,普通话,欧阳曹亮,李子雄;牛丽燕;蔡恒,7.3,2019-03-20 00:00:00,2024-03-19 00:00:00,"32,31,21,2,1"
997967,贼兄弟,故事围绕着两个从外籍军团退役的士兵分别沦落为盗窃犯后，在一次偷盗银行保险箱的事故中竟然意外重逢，但他们不得不面对被困一室的窘况。这两个小毛贼后来互相扶持成为大哥级人物，不过在成气候之后，又要面临一山不能容二虎的局面，最终二人分道扬镳。,1,1,动作片,美国,1968,英语,Jean Herman,查尔斯·布朗森;阿兰·德龙;Olga Georges Picot,7.4,2020-07-17 00:00:00,2050-07-16 00:00:00,"32,2,1"
996751,总裁在上6：好心分手,时小念在事故中受到了惊吓，导致胎位不稳，住进了医院。期间莫娜以治疗为名，带宫欧四处走动，不断入侵宫欧的空间，企图霸占宫欧。而宫欧在一张哥哥的旧照片中发现了时小念的身世的秘密……,1,1,爱情片;剧情片,内地,2017,普通话,李遥波,翁虹;潘子剑;朱圣祎,7.2,2019-03-25 00:00:00,2022-03-24 00:00:00,"32,31,21,2,1"
9628908,摘苹果的时候1971,十多年前，朝鲜人民的伟大领袖金日成冒雨视察北青以后，立即召开北青扩大会议，亲自制定了全国山区变成丰硕果园的宏伟方案。以贞玉为代表的石花农场的年轻姑娘们，遵照金日成同志的指示，敢于革命，勇于实践，克服保守自满和落后意识，经反复实践，试制成功苹果酱，取得了思想与生产双丰收。,2,1,剧情片,其他,1971,普通话,金英浩,郑英姬,6.9,2020-03-26 00:00:00,2050-03-26 00:00:00,"2,1"
996765,总裁在上1：初见初念,讲述了霸气腹黑又偏执的总裁与呆萌年轻的漫画家之间发生的一段轻松又浪漫的爱情故事。,1,1,爱情片,内地,2017,普通话,李遥波,翁虹;潘子剑;朱圣祎,7.1,2019-03-25 00:00:00,2022-03-24 00:00:00,"32,31,21,2,1"
998010,鳄鱼河,张冲及李婷为大学同学，二人结怨二十年，虽所居仅隔一河，仍恍同陌路。尤其两家对岸隔河而居，其间不设桥梁，河中尤多鳄鱼，游者有被噬之险，故更形成对峙之势……,1,1,剧情片,香港,1965,普通话,罗维,李婷;张冲;罗维,7.4,2020-09-10 00:00:00,2050-09-09 00:00:00,"32,2,1"
999508,魔童村,美国一个只有二千居民的小镇，突然在上午十时一致陷入昏迷，美国联邦政府派遣病理学家柯斯迪．艾黎前往当地负责调查此事，但并无结果。数小时后全镇恢复苏醒，但怪事从此不断发生。首先，是所有妇女都同一天怀孕，包括处女在内。其后，她们在同一天生下来的孩子都变成一头白发，并且具有超自然杀伤力量的异种。镇上的医生克里斯托弗．里夫是其中一个孩子的父亲，他经过长期观察和努力之后，发现他们是缺乏“人性”的外星移……,1,1,科幻片;恐怖片,英国,1960,英语,Wolf Rilla,乔治·桑德斯;Barbara Shelley;马丁·史蒂芬斯,6.8,2020-07-24 00:00:00,2050-07-24 00:00:00,"32,31,21,2,1"
999506,死亡之夜,建筑师沃尔特·格兰杰到郊外一个农庄去洽谈业务。他感到农庄像旧地重游，原来他做过一个可怕的怪梦，屋里所有的人都在梦里出现过的。当他向客人谈及这怪事时，范医生发表自然怀疑论的看法，从而引出每个客人叙述了—段自己亲身经历的鬼故事。影片的结局是原来这一切都是那位建筑师的—场恶梦。,1,1,恐怖片;悬疑片;惊悚片,英国,1945,英语,罗伯特·哈默;查尔斯·克瑞奇顿;巴兹尔·迪尔登,Mary Merrall;Mervyn Johns;Roland Culver,7.7,2020-08-05 00:00:00,2050-08-05 00:00:00,"32,31,21,2,1"
999474,木屋X先生,本片讲述了一个带有文艺气息的爱情故事，通过富家女姗姗失足荒野而得以成长的心路历程。两个主人公能在荒野里建造了属于自己的理想世界：那里有爱没有物质的沉重负担，那里有梦没有现实的无情羁绊，那是属于姗姗和林川的天堂。但愿不想再扮屌丝的年轻观众能走进角色，褪去楚楚衣冠，在宁静中思考：如何去保留内心的干净，而看到爱的纯粹……本片旨在弘扬年轻人对唯美爱情的正确价值观。,1,1,爱情片,内地,2019,普通话,刘方宇,张皓森;刘琦枫;孙瑜,7.1,2019-01-18 00:00:00,2022-01-17 00:00:00,"32,31,21,2,1"
9649118,太空英雌芭芭丽娜（1968）,芭芭丽娜是公元四万年的女詹姆斯·邦德，专门收服太空星系中的妖魔鬼怪。当她被逼降落在一个星球时，她要面对一个同性恋的邪恶皇后、盲眼的英俊天使等等。,1,1,喜剧片;科幻片;动作片,美国,1968,普通话,罗杰·瓦迪姆,马塞尔·马索;乌戈·托格内吉;安妮塔·帕伦伯格;琼·格林伍德;简·方达;戴维·海明斯;约翰·菲利浦·劳;克劳德·道芬,7.6,2020-05-25 00:00:00,2050-05-24 00:00:00,"32,31,21,2,1"
999502,吸血怪兽,科学家研究遗传学创造了一种能够在一只巨大的死头蛾和一个美丽的女人之间来回转换的生物。当她是人类化身时，这个造物会伪装成他的女儿，当她是蛾形时，它会以受害者的血为食。,1,1,恐怖片;悬疑片;犯罪片,英国,1969,英语,Vernon Sewell,彼得·库欣;Robert Flemyng;万达·泛森,6.8,2019-01-23 00:00:00,2022-01-07 00:00:00,"32,31,21,2,1"
999725,黄金万两,冯向西夫妇经营不善债台高筑，为了独占海外大哥留下来的遗产，费尽心思闹出了一桩桩令人啼笑皆非的闹剧，最后还是落得了一个“竹篮打水一场空”的下场。,1,1,喜剧片,香港,1965,普通话,胡小峰,陈思思;傅奇;张冰茜,7.4,2019-01-18 00:00:00,2021-12-19 00:00:00,"32,31,21,2,1"
999711,青云曲,表现年青的飞行员大胆创造，感想敢干，勇于革新的精神。通过三次激烈的空战，有力地制止了美帝在台湾海峡制造紧张局势的气焰。,1,1,战争片,内地,1959,普通话,黄粲,林洪桐;张凤翔;王延盛,7.1,2020-09-10 00:00:00,2050-09-09 00:00:00,"32,2,1"
9518531,普通的法西斯,米哈依尔·罗姆通过16章节的纪录片《普通的法西斯》，探讨了深刻的主题：“我们该如何揭示历史的秘密？德国法西斯主义如何渗透到千百万德国人心中，腐蚀其灵魂、疯狂其理智的？”另一位导演康拉德·沃尔夫对此片赞赏不已。影片各个章节的副标题也都意味深长，例如“我的奋斗”、“被宰杀的羔羊”、“残忍的梦想与行动”、“元首指挥我们前进”和“纳粹的艺术”等等。为了说明每个标题的含义，影片运用了大量史料镜头，是苏联红军从帝国电影资料库中缴获的资料或是从德军战犯手中没收的个人收藏。通过运用蒙太奇的剪切组合，罗姆将历史场景和现代画面巧妙结合起来，并加入儿童的元素，使得影片非常引人入胜。人们今天观赏这部影片的感觉与它1965年首映时别无二致。,1,1,战争片;纪录片;历史片,其他,1965,普通话,米哈伊尔·罗姆,阿道夫·希特勒;米哈伊尔·罗姆;玛琳·黛德丽,8.2,2018-10-24 00:00:00,2021-10-14 00:00:00,"32,31,21,2,1"
1011007,艳阳天,歌舞团钢琴师李燕南（陈厚 饰）与乐队指挥的女儿陈小芸（郑佩佩 饰）相爱，并经常指点她歌唱技巧。歌舞团女主角洪玲（杜娟 饰）要求加薪不果，拒演新戏，燕南建议让小芸代替，果然小芸一鸣惊人，一颗新星从此诞生，团主胡原（田丰 饰）更索性将洪玲解雇。花花公子杜邦杰（蒋光超 饰）对小芸施展银弹攻势，全力捧场，又邀歌舞团赴星马各地演出；燕南无法劝止，十分难过。小芸在星演出，心念燕南，郁郁不欢；一夜与杜邦杰于车厢内发生争执，导致汽车失事撞向石山，杜邦杰当场毙命，小芸则伤重毁容。,1,1,爱情片;剧情片,香港,1967,普通话,薛群,郑佩佩;陈厚,7.6,2020-09-04 00:00:00,2050-09-03 00:00:00,"32,2,1"
9518572,游戏时光,故事描述了几个80年代出生的孩子，自小因电子游戏走在一起，成为了难兄难弟，在人杰地灵的粤西小城镇中共同成长。当在高考与职业之路的抉择下，男主角由于误解了家人和女朋友对他的偏见，于是一气之下，决定带着几个兄弟选择了职业玩家之路，为了就是证明给所有瞧不起他们的人知道，玩游戏也能成功 。但在经历过抠门的老板、艰苦的生活以及比赛的失利等人生百般滋味后，才懂得在游戏时光中清醒过来，决定重新回到学业之路，最终取得了事业有成的励志经历故事。,1,1,剧情片,内地,2018,普通话,林良宇;陈思华,许淳玮;杨可伊,7.1,2018-10-25 00:00:00,2023-10-24 00:00:00,"32,31,21,2,1"
9515619,停战以后,       根据报告文学《在“中立调处”的外衣下——忆安平事件》中所记述的真实历史事件改编。 　　新中国成立后，共产党将领顾青（张平）在人民大会堂偶遇被政府宽大处理的原国民党高官李国卿（项堃），两人的交谈令顾青回忆了一段与他及美方代表费丁（谭宁邦）交锋共处的岁月——抗战胜利后，国共签署停战协议，1946年春，顾青作为共方代表来到北平，参加由国、共、美三方组成的军调处执行部的工作，与李国卿及费丁在谈判桌上展开了针锋相对的交锋。其时蒋介石蓄谋发动内战，正中想借其扩大在华势力的美国下怀，美国暗中支援了国民党规模庞大的军火，但在共产党面前却假扮和平使者。美国的用心，共产党早有看穿。 ,1,1,战争片,内地,1962,普通话,成荫,项堃;张平,7.5,2020-08-13 00:00:00,2050-08-12 00:00:00,"32,2,1"
9518529,失踪的邦妮,Ann Lake最近和她的女儿Bunny一起移居英国，当Ann在Bunny第一天上学后想去接Bunny回家的时候，她发现学校里没有任何Bunny在校注册登记的信息。在警察介入开始调查后，他们甚至没有发现Bunny曾经存在的任何证据，他们开始怀疑Bunny是Ann幻想出来的，当Ann的兄弟支持了警察们的怀疑以后，Ann被看成是一个精神有问题的病人。但是事实上他们正确么？,1,1,悬疑片;惊悚片,英国,1965,英语,奥托·普雷明格,卡洛尔·琳蕾;劳伦斯·奥利弗;凯尔·杜拉,7.1,2020-08-13 00:00:00,2050-08-12 00:00:00,"32,31,21,2,1"
9518578,玩命狂奔,章扬的父亲因精神病发作失手犯下过错，不仅自己丢了性命，给陶雯婷家带来了灾难性的打击。章扬为弥补父亲犯下的罪，更多的是对陶雯婷的爱慕，努力地挣钱以另一种身份持续供雯婷上学，然而在挣钱道路当中误入歧途，发生了一连锁哭笑不得的事情......,1,1,喜剧片;剧情片,内地,2018,普通话,张铭发,张铭发;王波;李辰,7.4,2018-10-23 00:00:00,2023-10-22 00:00:00,"32,31,21,2,1"
9518525,桃色血案,律师贝克正在追查一桩凶杀案，当事人梅森中尉和他那自称被死者强暴的太太对真相有所隐瞒，死者邦尼和他们夫妻俩到底有何秘密？贝克能查到线索，找出事实的真相吗？,1,1,剧情片;悬疑片;犯罪片,美国,1959,英语,奥托·普雷明格,丽·莱米克;詹姆斯·斯图尔特;本·戈扎那,8.3,2020-07-24 00:00:00,2050-07-24 00:00:00,"32,31,21,2,1"
9506937,血战小朱庄,《血战小朱庄》是一部抗战题材电影，它再现了1944年8月新四军四师师长彭雪枫为策应中原战役，破坏日伪调兵计划，恢复津浦路西革命根据地，率部越过津浦铁路，挺进路西的英勇故事。当时，盘踞在萧县以南的国民党顽固派王传绶部1500余人，以小朱庄为据点，与刘子仁、刘瑞岐、吴信元等部结成所谓“东方战线”，企图阻止新四军西进，彭雪枫将军随之展开了一场与顽敌斗智斗勇并最终取得大捷的真实关键战斗。,1,1,战争片,内地,2015,普通话,史震飞,王九胜;刘奕宏;董永,6.0,2018-09-20 00:00:00,2023-09-19 00:00:00,"32,31,21,2,1"
9506768,独臂刀（1967）,　　大侠齐如丰将为救他而身亡的仆人方诚的儿子方刚（王羽）抚养成人后，欲立其为掌门人，此举引来方刚师兄的嫉妒。追求方刚不成的齐如丰的女儿齐佩联合师兄与方刚比武，却失手砍断方刚右臂，方刚负伤逃离齐家。　　只剩左臂的方刚被少女小蛮（焦姣）救下后一度意志消沉，但终在小蛮的鼓励下重获信心，凭借小蛮父亲留下的秘籍《左手图谱》练成“左手神刀”绝技。齐如丰的仇家笑面二郎和长臂神魔将齐的弟子系数杀尽，并囚禁了齐佩和齐如丰。顾及师恩，方刚决意不计前嫌助齐家一力。,1,1,动作片;武侠片;古装片,香港,1967,普通话,张彻,王羽;焦姣;潘迎紫,6.7,2020-08-04 00:00:00,2050-08-03 00:00:00,"32,21,2,1"
9647408,昨日今日明日（1963）,名导演德西卡的一部群戏，分为三部分。第一部讲述一个专门在黑市偷卖外国香烟的女人，从未尝过铁窗的滋味，因为当时法律规定不能逮捕怀孕的妇女和产后六个月的妇女。所以她在生产后就催丈夫做爱，逃过入狱的命运，不过最后因怀孕失败还是走进了监狱。第二部讲述一位富婆迷恋比她年轻的作家，他们有一次开着高级轿车兜风，因气氛热烈而导致撞车，富婆顿觉索然无味，遂拦车扬长而去。第三部讲述一位高级妓女与一位神学院的学生相恋。,1,1,爱情片;喜剧片,意大利,1963,意大利语,维托里奥·德·西卡,马塞洛·马斯楚安尼;索菲娅·罗兰,7.4,2020-05-18 00:00:00,2050-05-17 00:00:00,"21,2,1"
9506766,东京湾受降记,描绘了关键的1942年在10月至11月五周的期间，海军上将哈尔西（詹姆斯卡格尼）参加了处于困境的美国南太平洋部队司令部 ，这成为在反对日本帝国在第二次世界大战斗争的转折点。这故事是倒叙的手法，由哈尔西在1947年退休仪式开始。,1,1,传记片,美国,1960,普通话,罗伯特·蒙哥马利,詹姆斯·卡格尼;丹尼斯·韦弗;Ward Costello,6.8,2020-07-08 00:00:00,2050-07-07 00:00:00,"32,31,21,2,1"
9506784,斯大林格勒战役,今天的历史书上公正地记载了朱可夫将军在斯大林格勒战役中关键性的领导作用。不过在这部长达近五个小时的上下部史诗巨片中，根本未提到朱可夫的名字。因为战后朱可夫功高盖主，所以被斯大林调任至边区，而这部突出领袖统帅才能的影片，对朱可夫只字未提。,1,1,战争片;剧情片,其他,1949,普通话,Vladimir Petrov,亚历山大·安东诺夫;Aleksei Dikij;Nikolai Cherkasov,7.2,2020-07-02 00:00:00,2050-07-01 00:00:00,"32,2,1"
9506772,脱胎换骨(1966),一个非常秘密的组织专门为富人提供生命的第二次机会，当客户想成为某一个人，他们便用外科手术帮他们整容，并让客户“死去”，让他们拥有另一个新的生活。但有一件事是他们所没有预料到的。,1,1,科幻片;剧情片;悬疑片;惊悚片,美国,1966,普通话,约翰·弗兰克海默,韦斯利·阿迪;罗克·赫德森;Kirk Duncan,7.4,2020-09-10 00:00:00,2050-09-09 00:00:00,"32,31,21,2,1"
9502414,盖世太保,Gillo Pontecorvo生于比萨。在大学时专攻化学，但大学毕业后进入报界，在报纸编电影版，不久到巴黎做意大利报纸的通讯记者，结交了不少法国影人，并且做了法国名导演尤亚克莱的副导演。回国后连续拍了几部纪录片，1955年拿他导演的《Giovanna》参加威尼斯影展获得好评。1957年他与马雷堤合导《蓝色的海》，故事描述渔人用炸药取鱼，结果自己也被炸药炸死，是充满了对穷人的同情和抗议社会的作品。1960年导演《零点地带》，描写在纳粹集中营里那些意大利走狗的丑行，题材新鲜，获得评价甚高。其后沉默了七年，才导演轰动全球的《阿尔及尔之战》，这部运用写实手法描写阿尔及尔市民反抗统治者法军的伤作品，不论是他的写实，和那徐徐升高的故事性，都达到电影艺术的最高境界。,1,1,战争片;剧情片;历史片,意大利,1961,普通话,吉洛·彭特克沃,劳伦特·特兹弗;埃玛妞·丽娃;苏珊·斯塔丝伯格,7.7,2018-08-22 00:00:00,2021-07-30 00:00:00,"32,31,21,2,1"
9502423,香江花月夜1967,魔术师贾似真与三个能歌善舞的女儿在花都夜总会卖艺为生。贾贪恋女色，将血汗钱全花在舞女小华身上，女儿多番规劝，贾仍执迷不悟，三人便愤然相继离开，各自发展新生活。大女翠翠遇人不淑，被骗去感情和金钱，一度意志消沉，幸遇上才华横溢的乐队领班方云泰，方重新振作。二女娟娟与作曲家陈子青结婚，并合组香江歌舞团继续表演。三女婷婷矢志成为芭蕾舞蹈家，在新生芭蕾舞学校过着半工半读的刻苦生活。香江歌舞团表现出色，子青获邀往电视台演出，娟娟亦怀了孕。翠翠重遇父亲，发觉他已痛改前非，父女四人遂冰释前嫌。未料此时子青却遇意外身亡，众人顿感生命变幻无常。为纪念子青，三姊妹决定重踏舞台，作最后一次的演出。,1,1,爱情片;歌舞片,香港,1967,普通话,井上梅次,郑佩佩;何莉莉;秦萍,7.5,2020-09-10 00:00:00,2050-09-09 00:00:00,"32,21,2,1"
9505453,拯救爱情,宇宙中T星球上，一长者正在教诲一位年轻的姑娘，说她已染上了一种叫“爱情”的病毒，必须到地球上去体验人类的爱情，明白了它的虚幻，心灵才能恢复平静。并说她在地球上的名字叫冰儿，她见到的第一个男人就是她的爱人。 地球上，剧场里正在举行著名红歌星艾咪的独唱音乐会，她的崇拜者秦亮正等在门外渴望见上她一面。一道光柱射在艾咪的海报上，艾咪走下来，原来是T星球上的冰儿来到了地球。 冰儿随秦亮到家，告诉他自己的由来，并说爱他，希望与他做夫妻。秦亮把她的话当作疯话，可冰儿坚决不离开他，帮助他整理房间，并上街卖花挣钱资助他写歌，甚至听不进长者的警告，将关系自己生命的魔戒戴在秦亮手上。,1,1,爱情片,内地,2000,普通话,刘新,张丰毅;谢雨欣;赵阳,7.5,2018-08-28 00:00:00,2021-08-27 00:00:00,"32,31,21,2,1"
